id_venta,producto,cliente,sucursal,fecha,cantidad,precio
6655,Producto_92,Cliente_458,Sucursal_6,2025-05-27,1,12504
6656,Producto_21,Cliente_1356,Sucursal_15,2023-10-12,2,4640
6657,Producto_26,Cliente_247,Sucursal_5,2023-08-24,3,6909
6658,Producto_99,Cliente_775,Sucursal_9,2023-12-31,3,1461
6659,Producto_55,Cliente_1039,Sucursal_14,2025-11-10,1,5469
6660,Producto_24,Cliente_420,Sucursal_14,2023-05-02,1,440
6661,Producto_79,Cliente_1532,Sucursal_4,2025-08-19,1,7255
6662,Producto_89,Cliente_1523,Sucursal_9,2023-05-12,4,7676
6663,Producto_88,Cliente_121,Sucursal_15,2023-07-13,4,9596
6664,Producto_29,Cliente_1327,Sucursal_4,2024-10-01,1,2702
6665,Producto_50,Cliente_1103,Sucursal_3,2024-05-29,5,897
6666,Producto_73,Cliente_86,Sucursal_14,2023-07-13,2,710
6667,Producto_68,Cliente_1403,Sucursal_14,2024-05-31,3,607
6668,Producto_41,Cliente_333,Sucursal_2,2023-12-31,1,1160
6669,Producto_70,Cliente_1833,Sucursal_5,2024-08-01,1,5117
6670,Producto_63,Cliente_1947,Sucursal_10,2023-03-02,1,5852
6671,Producto_47,Cliente_513,Sucursal_8,2024-10-03,3,971
6672,Producto_8,Cliente_1862,Sucursal_8,2025-10-21,2,631
6673,Producto_86,Cliente_4,Sucursal_2,2025-03-06,3,12445
6674,Producto_33,Cliente_884,Sucursal_1,2023-07-03,5,14072
6675,Producto_100,Cliente_1843,Sucursal_6,2024-05-07,1,7522
6676,Producto_25,Cliente_740,Sucursal_15,2023-11-06,3,14789
6677,Producto_61,Cliente_1603,Sucursal_12,2025-11-28,4,5457
6678,Producto_31,Cliente_151,Sucursal_7,2024-07-25,1,1770
6679,Producto_20,Cliente_1439,Sucursal_13,2024-07-16,5,3312
6680,Producto_4,Cliente_705,Sucursal_12,2023-05-23,5,1170
6681,Producto_10,Cliente_219,Sucursal_7,2023-05-07,3,318
6682,Producto_2,Cliente_174,Sucursal_1,2023-09-21,4,1249
6683,Producto_62,Cliente_1628,Sucursal_9,2024-04-23,4,10835
6684,Producto_53,Cliente_876,Sucursal_11,2023-07-03,5,11020
6685,Producto_80,Cliente_910,Sucursal_8,2023-11-22,3,13694
6686,Producto_51,Cliente_777,Sucursal_4,2024-11-12,3,972
6687,Producto_43,Cliente_321,Sucursal_3,2025-05-28,1,7928
6688,Producto_3,Cliente_130,Sucursal_1,2025-03-07,4,17627
6689,Producto_29,Cliente_562,Sucursal_1,2024-02-22,5,1230
6690,Producto_73,Cliente_1313,Sucursal_3,2024-07-31,1,4857
6691,Producto_79,Cliente_99,Sucursal_6,2024-09-01,4,10215
6692,Producto_19,Cliente_553,Sucursal_10,2025-09-02,4,197
6693,Producto_92,Cliente_518,Sucursal_2,2024-08-07,4,7753
6694,Producto_18,Cliente_1543,Sucursal_4,2025-03-02,4,812
6695,Producto_28,Cliente_1414,Sucursal_8,2025-07-26,4,7244
6696,Producto_83,Cliente_995,Sucursal_1,2025-01-13,2,1401
6697,Producto_9,Cliente_1757,Sucursal_13,2025-04-16,3,1047
6698,Producto_89,Cliente_461,Sucursal_7,2024-04-24,5,5317
6699,Producto_99,Cliente_1173,Sucursal_11,2025-08-11,1,2503
6700,Producto_15,Cliente_1634,Sucursal_9,2025-01-05,2,2386
6701,Producto_16,Cliente_31,Sucursal_9,2024-12-10,4,1104
6702,Producto_29,Cliente_349,Sucursal_1,2023-11-25,2,750
6703,Producto_99,Cliente_378,Sucursal_10,2023-10-10,4,805
6704,Producto_97,Cliente_1624,Sucursal_10,2024-11-30,1,12289
6705,Producto_71,Cliente_276,Sucursal_11,2024-08-30,3,4966
6706,Producto_61,Cliente_282,Sucursal_14,2023-05-22,4,17707
6707,Producto_20,Cliente_652,Sucursal_6,2024-10-13,5,1968
6708,Producto_8,Cliente_322,Sucursal_12,2023-02-06,2,1934
6709,Producto_54,Cliente_1232,Sucursal_9,2023-06-29,3,1846
6710,Producto_44,Cliente_1438,Sucursal_13,2024-03-20,5,331
6711,Producto_19,Cliente_1849,Sucursal_13,2024-07-04,3,226
6712,Producto_21,Cliente_1742,Sucursal_4,2025-04-15,2,2339
6713,Producto_25,Cliente_572,Sucursal_5,2024-06-02,5,15752
6714,Producto_67,Cliente_770,Sucursal_8,2024-12-01,4,5837
6715,Producto_46,Cliente_1515,Sucursal_1,2024-12-18,5,6942
6716,Producto_77,Cliente_319,Sucursal_4,2023-08-20,5,11274
6717,Producto_95,Cliente_1013,Sucursal_6,2025-12-18,5,7660
6718,Producto_22,Cliente_544,Sucursal_9,2024-11-07,4,2273
6719,Producto_70,Cliente_501,Sucursal_4,2025-07-13,3,4077
6720,Producto_18,Cliente_762,Sucursal_1,2024-06-20,2,2736
6721,Producto_10,Cliente_1956,Sucursal_10,2025-11-13,1,477
6722,Producto_71,Cliente_807,Sucursal_9,2025-03-20,5,2395
6723,Producto_15,Cliente_50,Sucursal_5,2023-05-02,3,666
6724,Producto_6,Cliente_1414,Sucursal_3,2023-01-31,4,7753
6725,Producto_95,Cliente_1032,Sucursal_10,2024-06-25,1,9226
6726,Producto_43,Cliente_1555,Sucursal_7,2025-12-09,1,11046
6727,Producto_30,Cliente_1933,Sucursal_13,2025-04-15,5,17131
6728,Producto_93,Cliente_1598,Sucursal_14,2025-09-22,5,1439
6729,Producto_59,Cliente_331,Sucursal_4,2023-12-24,2,14292
6730,Producto_43,Cliente_846,Sucursal_9,2023-12-27,2,11761
6731,Producto_44,Cliente_527,Sucursal_1,2025-05-20,4,148
6732,Producto_78,Cliente_61,Sucursal_1,2025-06-27,4,1307
6733,Producto_86,Cliente_96,Sucursal_3,2023-07-04,3,17513
6734,Producto_56,Cliente_1154,Sucursal_11,2025-10-31,5,2790
6735,Producto_68,Cliente_1341,Sucursal_15,2023-12-13,3,728
6736,Producto_4,Cliente_1740,Sucursal_14,2025-07-24,5,2083
6737,Producto_88,Cliente_1911,Sucursal_7,2023-03-10,4,11733
6738,Producto_33,Cliente_193,Sucursal_1,2023-10-26,5,11502
6739,Producto_77,Cliente_332,Sucursal_6,2025-05-20,4,4557
6740,Producto_13,Cliente_1411,Sucursal_13,2025-04-20,3,343
6741,Producto_36,Cliente_1316,Sucursal_4,2025-01-31,3,2268
6742,Producto_63,Cliente_42,Sucursal_11,2023-02-20,5,3759
6743,Producto_47,Cliente_1623,Sucursal_11,2024-09-14,1,1441
6744,Producto_43,Cliente_1027,Sucursal_14,2023-05-07,4,8197
6745,Producto_25,Cliente_1509,Sucursal_2,2023-01-28,5,18850
6746,Producto_13,Cliente_253,Sucursal_11,2023-08-10,3,1049
6747,Producto_28,Cliente_620,Sucursal_2,2025-11-15,2,12104
6748,Producto_39,Cliente_1442,Sucursal_7,2023-10-13,5,204
6749,Producto_21,Cliente_623,Sucursal_6,2025-04-24,2,4412
6750,Producto_94,Cliente_1134,Sucursal_14,2024-10-07,1,3571
6751,Producto_54,Cliente_1032,Sucursal_12,2024-08-11,4,1165
6752,Producto_44,Cliente_558,Sucursal_12,2023-09-04,5,996
6753,Producto_56,Cliente_603,Sucursal_5,2025-09-14,2,4010
6754,Producto_100,Cliente_1314,Sucursal_3,2023-10-07,5,6288
6755,Producto_77,Cliente_304,Sucursal_1,2023-03-18,4,14920
6756,Producto_87,Cliente_1691,Sucursal_11,2024-12-13,4,12275
6757,Producto_68,Cliente_1130,Sucursal_15,2024-05-16,4,679
6758,Producto_34,Cliente_498,Sucursal_5,2025-03-13,1,2215
6759,Producto_96,Cliente_1935,Sucursal_11,2025-09-18,2,1439
6760,Producto_94,Cliente_93,Sucursal_9,2024-07-27,3,6515
6761,Producto_5,Cliente_751,Sucursal_9,2023-08-31,1,437
6762,Producto_69,Cliente_47,Sucursal_1,2025-06-30,1,6229
6763,Producto_90,Cliente_643,Sucursal_14,2024-06-07,3,778
6764,Producto_45,Cliente_1304,Sucursal_1,2023-12-15,4,1322
6765,Producto_57,Cliente_1442,Sucursal_9,2024-07-19,4,878
6766,Producto_21,Cliente_605,Sucursal_15,2024-02-12,5,2922
6767,Producto_40,Cliente_612,Sucursal_11,2024-09-16,2,2628
6768,Producto_90,Cliente_188,Sucursal_2,2023-08-29,5,782
6769,Producto_19,Cliente_1027,Sucursal_2,2023-07-27,2,324
6770,Producto_2,Cliente_1153,Sucursal_7,2023-07-08,2,1001
6771,Producto_89,Cliente_903,Sucursal_7,2024-05-13,3,5846
6772,Producto_93,Cliente_480,Sucursal_5,2023-08-25,4,1945
6773,Producto_44,Cliente_594,Sucursal_4,2023-01-22,3,1016
6774,Producto_70,Cliente_490,Sucursal_5,2023-12-19,4,8493
6775,Producto_74,Cliente_1764,Sucursal_11,2025-02-23,5,14943
6776,Producto_10,Cliente_790,Sucursal_4,2023-12-17,5,181
6777,Producto_84,Cliente_1240,Sucursal_3,2025-03-21,3,605
6778,Producto_95,Cliente_1663,Sucursal_12,2025-01-30,1,11155
6779,Producto_69,Cliente_1403,Sucursal_11,2024-01-17,3,9452
6780,Producto_28,Cliente_582,Sucursal_5,2023-12-24,2,7792
6781,Producto_23,Cliente_1244,Sucursal_15,2024-11-07,4,1068
6782,Producto_54,Cliente_685,Sucursal_2,2023-05-16,2,1102
6783,Producto_51,Cliente_895,Sucursal_13,2025-09-25,4,837
6784,Producto_45,Cliente_246,Sucursal_15,2023-08-23,3,256
6785,Producto_91,Cliente_772,Sucursal_13,2024-09-12,5,2644
6786,Producto_48,Cliente_1696,Sucursal_8,2024-11-23,5,2328
6787,Producto_60,Cliente_600,Sucursal_1,2024-10-15,5,3222
6788,Producto_44,Cliente_1839,Sucursal_6,2024-04-06,1,1427
6789,Producto_10,Cliente_1604,Sucursal_2,2024-11-21,4,1296
6790,Producto_78,Cliente_1885,Sucursal_1,2023-04-18,2,4012
6791,Producto_87,Cliente_823,Sucursal_14,2025-06-17,5,7529
6792,Producto_56,Cliente_1829,Sucursal_4,2024-11-10,3,646
6793,Producto_69,Cliente_1459,Sucursal_2,2024-04-12,1,12166
6794,Producto_3,Cliente_220,Sucursal_1,2024-09-10,4,19993
6795,Producto_85,Cliente_1876,Sucursal_2,2025-06-25,5,456
6796,Producto_98,Cliente_804,Sucursal_3,2023-09-16,5,5561
6797,Producto_40,Cliente_1533,Sucursal_15,2025-12-27,2,2705
6798,Producto_19,Cliente_831,Sucursal_6,2024-02-28,5,1377
6799,Producto_76,Cliente_1669,Sucursal_5,2024-10-25,5,1657
6800,Producto_9,Cliente_1855,Sucursal_1,2025-06-20,2,1331
6801,Producto_98,Cliente_693,Sucursal_15,2023-02-12,4,3623
6802,Producto_56,Cliente_1633,Sucursal_4,2025-11-15,1,2045
6803,Producto_62,Cliente_378,Sucursal_1,2024-05-05,1,12675
6804,Producto_55,Cliente_285,Sucursal_8,2024-08-21,3,6575
6805,Producto_33,Cliente_903,Sucursal_3,2024-08-05,3,3462
6806,Producto_11,Cliente_418,Sucursal_8,2024-06-21,1,1575
6807,Producto_38,Cliente_1062,Sucursal_1,2024-04-07,1,5008
6808,Producto_46,Cliente_1498,Sucursal_8,2023-12-14,3,5219
6809,Producto_83,Cliente_1791,Sucursal_6,2023-08-26,2,2490
6810,Producto_31,Cliente_1582,Sucursal_3,2025-04-06,3,1284
6811,Producto_87,Cliente_202,Sucursal_7,2024-11-18,5,11110
6812,Producto_44,Cliente_407,Sucursal_12,2023-10-21,1,1043
6813,Producto_63,Cliente_283,Sucursal_8,2024-05-20,2,7488
6814,Producto_29,Cliente_691,Sucursal_15,2024-07-18,3,2667
6815,Producto_84,Cliente_1712,Sucursal_5,2025-12-04,2,1891
6816,Producto_13,Cliente_325,Sucursal_4,2025-09-13,2,224
6817,Producto_35,Cliente_1286,Sucursal_4,2023-08-22,3,1084
6818,Producto_2,Cliente_376,Sucursal_2,2024-04-22,1,648
6819,Producto_12,Cliente_711,Sucursal_6,2023-12-28,5,12872
6820,Producto_4,,Sucursal_9,2023-06-21,2,3460
6821,Producto_14,Cliente_1636,Sucursal_1,2025-12-16,3,14663
6822,Producto_64,Cliente_1457,Sucursal_3,2023-02-03,5,12485
6823,Producto_1,Cliente_526,Sucursal_4,2025-03-04,3,14371
6824,Producto_97,Cliente_1739,Sucursal_7,2025-12-06,4,7717
6825,Producto_7,Cliente_1780,Sucursal_3,2023-08-06,3,269
6826,Producto_64,Cliente_1673,Sucursal_1,2024-06-07,2,14841
6827,Producto_69,Cliente_1742,Sucursal_10,2023-06-02,5,11778
6828,Producto_97,Cliente_1225,Sucursal_2,2025-08-03,2,9393
6829,Producto_32,Cliente_302,Sucursal_8,2024-08-18,4,1269
6830,Producto_7,Cliente_1835,Sucursal_15,2025-08-15,1,1449
6831,Producto_52,Cliente_624,Sucursal_13,2024-01-09,4,7936
6832,Producto_88,Cliente_89,Sucursal_9,2024-11-24,5,6875
6833,Producto_62,Cliente_517,Sucursal_9,2023-03-22,4,10090
6834,Producto_54,Cliente_1204,Sucursal_10,2023-03-02,4,772
6835,Producto_24,Cliente_157,Sucursal_2,2024-10-18,1,1983
6836,Producto_91,Cliente_62,Sucursal_6,2023-01-24,5,3203
6837,Producto_12,Cliente_1045,Sucursal_8,2024-10-24,3,3713
6838,Producto_17,Cliente_576,Sucursal_7,2025-12-17,4,1904
6839,Producto_2,Cliente_1670,Sucursal_12,2023-01-11,1,856
6840,Producto_16,Cliente_1267,Sucursal_5,2025-09-04,0,525
6841,Producto_44,Cliente_1693,Sucursal_14,2023-12-31,3,1325
6842,Producto_91,Cliente_1596,Sucursal_8,2023-05-19,1,4764
6843,Producto_81,Cliente_1071,Sucursal_11,2024-10-27,4,5135
6844,Producto_41,Cliente_724,Sucursal_13,2024-04-19,1,392
6845,Producto_26,Cliente_925,Sucursal_7,2025-06-28,4,17233
6846,Producto_99,Cliente_369,Sucursal_5,2023-08-26,1,2008
6847,Producto_15,Cliente_867,Sucursal_6,2024-08-11,5,1552
6848,Producto_59,Cliente_411,Sucursal_14,2024-02-27,4,12452
6849,Producto_26,Cliente_949,Sucursal_4,2023-05-09,1,16687
6850,Producto_78,Cliente_1887,Sucursal_9,2024-08-24,0,1739
6851,Producto_89,Cliente_340,Sucursal_4,2023-12-15,2,6872
6852,Producto_75,Cliente_792,Sucursal_11,2025-06-28,4,1160
6853,Producto_83,Cliente_297,Sucursal_12,2024-12-07,3,3287
6854,Producto_52,Cliente_546,Sucursal_10,2025-11-06,4,7651
6855,Producto_72,Cliente_51,Sucursal_14,2023-08-30,3,4116
6856,Producto_9,Cliente_1857,Sucursal_8,2024-11-19,4,1044
6857,Producto_27,Cliente_1212,Sucursal_11,2024-05-24,1,4590
6858,Producto_95,Cliente_68,Sucursal_2,2025-12-01,1,5157
6859,Producto_38,Cliente_658,Sucursal_9,2023-05-28,3,14087
6860,Producto_50,Cliente_1244,Sucursal_7,2025-01-19,1,1162
6861,Producto_62,Cliente_1535,Sucursal_7,2024-08-09,1,7843
6862,Producto_61,Cliente_451,Sucursal_2,2024-02-11,5,9633
6863,Producto_37,Cliente_323,Sucursal_15,2023-07-06,1,1335
6864,Producto_54,Cliente_799,Sucursal_1,2025-03-05,1,614
6865,Producto_61,Cliente_1254,Sucursal_8,2023-07-29,3,17517
6866,Producto_34,Cliente_1583,Sucursal_10,2024-01-30,4,2924
6867,Producto_31,Cliente_1320,Sucursal_13,2024-01-25,5,1301
6868,Producto_32,Cliente_319,Sucursal_15,2024-12-19,3,2987
6869,Producto_41,Cliente_951,Sucursal_7,2024-03-16,2,668
6870,Producto_62,Cliente_1829,Sucursal_9,2023-03-22,2,9419
6871,Producto_63,Cliente_341,Sucursal_1,2023-05-05,1,1791
6872,Producto_43,Cliente_1703,Sucursal_6,2023-06-05,4,12450
6873,Producto_74,Cliente_1293,Sucursal_5,2023-04-11,3,11066
6874,Producto_29,Cliente_614,Sucursal_7,2024-01-03,3,4807
6875,Producto_53,Cliente_1146,Sucursal_6,2023-02-08,4,6543
6876,Producto_80,Cliente_1482,Sucursal_6,2024-02-05,4,7236
6877,Producto_21,Cliente_1182,Sucursal_13,2024-01-06,4,2234
6878,Producto_38,Cliente_1426,Sucursal_2,2023-12-23,1,4133
6879,Producto_74,Cliente_1496,Sucursal_10,2024-09-13,1,12324
6880,Producto_24,Cliente_671,Sucursal_13,2025-05-21,3,2974
6881,Producto_56,Cliente_1273,Sucursal_11,2024-03-06,3,4188
6882,Producto_70,Cliente_85,Sucursal_5,2024-11-05,4,3738
6883,Producto_42,Cliente_1176,Sucursal_7,2025-01-24,4,3081
6884,Producto_24,Cliente_408,Sucursal_12,2023-08-09,1,415
6885,Producto_96,Cliente_930,Sucursal_6,2023-06-21,5,6634
6886,Producto_36,Cliente_1157,Sucursal_9,2024-12-21,2,2841
6887,Producto_24,Cliente_224,Sucursal_10,2023-10-17,5,727
6888,Producto_92,Cliente_1865,Sucursal_6,2024-05-03,3,3696
6889,Producto_52,Cliente_958,Sucursal_15,2023-08-06,1,14883
6890,Producto_49,Cliente_205,Sucursal_4,2024-08-26,1,426
6891,Producto_55,Cliente_1712,Sucursal_8,2024-04-14,1,4902
6892,Producto_23,Cliente_285,Sucursal_10,2024-04-03,4,430
6893,Producto_36,Cliente_83,Sucursal_9,2025-09-03,5,2885
6894,Producto_88,Cliente_237,Sucursal_9,2025-11-11,2,8390
6895,Producto_55,Cliente_262,Sucursal_4,2023-12-06,4,6471
6896,Producto_69,Cliente_18,Sucursal_10,2025-06-20,4,4876
6897,Producto_7,Cliente_494,Sucursal_15,2023-11-13,2,619
6898,Producto_64,Cliente_622,Sucursal_5,2024-09-27,1,4736
6899,Producto_55,Cliente_1000,Sucursal_15,2024-07-22,4,9052
6900,Producto_29,Cliente_464,Sucursal_11,2025-12-30,3,2828
6901,Producto_1,Cliente_175,Sucursal_8,2025-09-07,2,5702
6902,Producto_70,Cliente_397,Sucursal_11,2025-01-29,3,3645
6903,Producto_35,Cliente_1035,Sucursal_5,2025-01-18,3,1369
6904,Producto_49,Cliente_142,Sucursal_5,2023-05-22,2,451
6905,Producto_67,Cliente_75,Sucursal_11,2024-07-10,3,5327
6906,Producto_81,Cliente_1340,Sucursal_8,2025-01-01,5,5347
6907,Producto_71,Cliente_1329,Sucursal_11,2023-11-24,3,1118
6908,Producto_80,Cliente_779,Sucursal_13,2025-11-18,5,4831
6909,Producto_79,Cliente_441,Sucursal_7,2024-04-03,5,13287
6910,Producto_16,Cliente_1438,Sucursal_14,2025-09-14,5,999
6911,Producto_1,Cliente_928,Sucursal_6,2023-07-18,3,8966
6912,Producto_85,Cliente_1404,Sucursal_13,2023-12-18,2,1912
6913,Producto_79,Cliente_1830,Sucursal_1,2025-09-06,1,5609
6914,Producto_17,Cliente_366,Sucursal_5,2024-05-04,1,4495
6915,Producto_51,Cliente_750,Sucursal_3,2024-12-18,5,1073
6916,Producto_37,Cliente_1487,Sucursal_5,2023-03-02,5,687
6917,Producto_31,Cliente_1144,Sucursal_6,2024-01-13,5,2288
6918,Producto_96,Cliente_666,Sucursal_1,2023-07-05,3,7837
6919,Producto_40,Cliente_547,Sucursal_12,2024-05-25,5,1780
6920,Producto_61,Cliente_1219,Sucursal_1,2025-02-18,4,15344
6921,Producto_14,Cliente_868,Sucursal_11,2023-08-21,2,6039
6922,Producto_82,Cliente_1354,Sucursal_14,2023-05-26,5,288
6923,Producto_86,Cliente_1670,Sucursal_11,2025-02-23,5,10761
6924,Producto_72,Cliente_790,Sucursal_9,2025-08-26,2,3383
6925,Producto_40,Cliente_659,Sucursal_1,2023-12-15,2,356
6926,Producto_31,Cliente_1180,Sucursal_5,2023-06-06,3,928
6927,Producto_74,Cliente_387,Sucursal_14,2025-04-08,1,7516
6928,Producto_47,Cliente_1538,Sucursal_11,2024-12-29,5,962
6929,Producto_9,Cliente_1556,Sucursal_12,2025-10-08,4,313
6930,Producto_19,Cliente_1950,Sucursal_13,2025-03-29,2,1300
6931,Producto_49,Cliente_901,Sucursal_13,2024-10-06,1,301
6932,Producto_15,Cliente_745,Sucursal_10,2025-03-05,4,1123
6933,Producto_60,Cliente_600,Sucursal_1,2023-09-11,3,10871
6934,Producto_55,Cliente_779,Sucursal_8,2025-02-13,1,9218
6935,Producto_42,Cliente_289,Sucursal_1,2025-11-05,5,3888
6936,Producto_97,Cliente_1765,Sucursal_7,2025-11-26,4,9775
6937,Producto_95,Cliente_436,Sucursal_1,2024-03-21,2,8690
6938,Producto_32,Cliente_17,Sucursal_3,2025-03-07,2,4143
6939,Producto_98,Cliente_818,Sucursal_8,2024-05-17,4,4073
6940,Producto_58,Cliente_1193,Sucursal_7,2025-03-25,4,6105
6941,Producto_74,Cliente_1198,Sucursal_13,2024-02-15,1,7003
6942,Producto_28,Cliente_1086,Sucursal_13,2025-01-01,5,3933
6943,Producto_83,Cliente_294,Sucursal_10,2023-11-05,3,2104
6944,Producto_45,Cliente_491,Sucursal_15,2024-12-13,3,1268
6945,Producto_68,Cliente_1286,Sucursal_14,2024-07-30,5,1334
6946,Producto_34,Cliente_1022,Sucursal_13,2023-05-04,3,2095
6947,Producto_52,Cliente_1798,Sucursal_15,2025-02-01,2,10490
6948,Producto_35,Cliente_1368,Sucursal_4,2023-02-11,4,2735
6949,Producto_54,Cliente_1926,Sucursal_5,2024-04-25,5,1769
6950,Producto_57,Cliente_1800,Sucursal_13,2024-12-04,3,2892
6951,Producto_75,Cliente_1039,Sucursal_13,2023-09-07,3,805
6952,Producto_78,Cliente_1915,Sucursal_2,2024-05-12,4,4760
6953,Producto_73,Cliente_1187,Sucursal_9,2025-12-19,4,862
6954,Producto_19,Cliente_1546,Sucursal_7,2025-07-15,2,495
6955,Producto_64,Cliente_1041,Sucursal_4,2024-09-14,1,4542
6956,Producto_7,Cliente_761,Sucursal_2,2023-10-25,5,1262
6957,Producto_26,Cliente_169,Sucursal_13,2023-04-29,2,15430
6958,Producto_50,Cliente_1627,Sucursal_2,2024-04-12,5,917
6959,Producto_29,Cliente_1842,Sucursal_7,2024-12-06,4,4647
6960,Producto_92,Cliente_82,Sucursal_4,2023-04-23,1,13025
6961,Producto_7,Cliente_1137,Sucursal_10,2023-07-24,5,276
6962,Producto_1,Cliente_1286,Sucursal_13,2023-10-22,4,4766
6963,Producto_54,Cliente_1094,Sucursal_1,2025-10-10,4,523
6964,Producto_58,Cliente_612,Sucursal_5,2025-06-03,5,5107
6965,Producto_65,Cliente_236,Sucursal_2,2023-03-20,3,3429
6966,Producto_59,Cliente_365,Sucursal_8,2024-12-08,0,19845
6967,Producto_52,Cliente_443,Sucursal_12,2023-02-03,3,3200
6968,Producto_91,Cliente_112,Sucursal_12,2023-02-16,5,3902
6969,Producto_76,Cliente_869,Sucursal_15,2024-09-05,1,503
6970,Producto_100,Cliente_1321,Sucursal_13,2024-06-18,1,5246
6971,Producto_71,Cliente_1015,Sucursal_13,2025-02-02,2,4835
6972,Producto_87,Cliente_235,Sucursal_12,2024-03-23,5,9439
6973,Producto_84,Cliente_1248,Sucursal_14,2025-02-14,2,855
6974,Producto_72,Cliente_1521,Sucursal_13,2023-04-02,3,4190
6975,Producto_53,Cliente_1232,Sucursal_12,2023-04-11,4,3688
6976,Producto_3,Cliente_867,Sucursal_7,2023-04-28,5,14551
6977,Producto_84,Cliente_572,Sucursal_4,2025-04-12,5,1838
6978,Producto_10,Cliente_1569,Sucursal_13,2024-08-10,5,738
6979,Producto_71,Cliente_1250,Sucursal_12,2025-08-31,3,4194
6980,Producto_19,Cliente_707,Sucursal_10,2025-05-30,5,1457
6981,Producto_6,Cliente_1862,Sucursal_15,2023-03-10,4,9088
6982,Producto_87,Cliente_1820,Sucursal_12,2025-07-21,5,14428
6983,Producto_49,Cliente_1695,Sucursal_1,2024-03-30,5,2352
6984,Producto_41,Cliente_1954,Sucursal_3,2023-03-09,2,276
6985,Producto_15,Cliente_158,Sucursal_4,2023-02-03,4,2693
6986,Producto_11,Cliente_1850,Sucursal_13,2024-06-09,1,1984
6987,Producto_73,Cliente_77,Sucursal_8,2025-04-15,5,738
6988,Producto_6,Cliente_207,Sucursal_1,2023-04-11,5,3118
6989,Producto_24,Cliente_1072,Sucursal_5,2023-02-13,2,966
6990,Producto_74,Cliente_35,Sucursal_10,2025-12-15,1,6772
6991,Producto_58,Cliente_732,Sucursal_9,2024-07-27,5,10345
6992,Producto_84,Cliente_1423,Sucursal_5,2024-04-29,1,202
6993,Producto_20,Cliente_726,Sucursal_11,2023-08-03,1,3928
6994,Producto_70,Cliente_812,Sucursal_1,2023-02-20,4,7134
6995,Producto_88,Cliente_460,Sucursal_7,2025-02-07,4,5971
6996,Producto_68,Cliente_1463,Sucursal_6,2023-08-06,5,755
6997,Producto_97,Cliente_630,Sucursal_1,2024-06-29,1,19021
6998,Producto_80,Cliente_1408,Sucursal_3,2023-02-26,5,4391
6999,Producto_94,Cliente_645,Sucursal_3,2025-01-12,1,6608
7000,Producto_25,Cliente_375,Sucursal_1,2025-01-19,2,6308
7001,Producto_54,Cliente_1506,Sucursal_13,2023-01-09,4,984
7002,Producto_40,Cliente_797,Sucursal_12,2024-11-08,3,1483
7003,Producto_92,Cliente_343,Sucursal_12,2024-01-05,4,6996
7004,Producto_63,Cliente_1823,Sucursal_15,2024-08-14,5,7490
7005,Producto_58,Cliente_451,Sucursal_1,2023-01-18,2,12129
7006,Producto_40,Cliente_79,Sucursal_6,2023-05-04,5,2441
7007,Producto_85,Cliente_1016,Sucursal_1,2024-10-04,3,1471
7008,Producto_28,Cliente_979,Sucursal_6,2025-04-29,5,4480
7009,Producto_13,Cliente_779,Sucursal_2,2024-04-16,2,1654
7010,Producto_93,Cliente_608,Sucursal_12,2024-06-14,5,3086
7011,Producto_2,Cliente_340,Sucursal_9,2023-05-01,2,264
7012,Producto_42,Cliente_1921,Sucursal_6,2023-10-02,1,3195
7013,Producto_67,Cliente_8,Sucursal_12,2025-09-15,4,19625
7014,Producto_51,Cliente_1171,Sucursal_11,2023-09-13,2,721
7015,Producto_73,Cliente_704,Sucursal_8,2024-06-14,5,2996
7016,Producto_98,Cliente_1642,Sucursal_11,2023-10-14,2,2916
7017,Producto_88,Cliente_1006,Sucursal_7,2024-11-20,3,12866
7018,Producto_21,Cliente_1039,Sucursal_5,2023-06-13,3,1969
7019,Producto_33,Cliente_100,Sucursal_15,2024-11-19,4,5666
7020,Producto_6,Cliente_701,Sucursal_5,2024-04-02,2,7022
7021,Producto_23,Cliente_1127,Sucursal_1,2025-07-21,2,1235
7022,Producto_63,Cliente_1416,Sucursal_4,2024-04-25,1,1271
7023,Producto_81,Cliente_1524,Sucursal_9,2024-05-31,1,6134
7024,Producto_45,Cliente_580,Sucursal_15,2023-09-03,3,1026
7025,Producto_43,Cliente_1105,Sucursal_4,2025-05-03,4,18434
7026,Producto_83,Cliente_1125,Sucursal_5,2025-10-11,3,4971
7027,Producto_16,Cliente_1591,Sucursal_14,2024-10-02,5,139
7028,Producto_89,Cliente_707,Sucursal_2,2025-09-06,2,4905
7029,Producto_59,Cliente_288,Sucursal_14,2024-08-31,1,13877
7030,Producto_34,Cliente_551,Sucursal_4,2023-06-24,2,1120
7031,Producto_99,Cliente_1829,Sucursal_2,2025-01-23,5,2365
7032,Producto_39,Cliente_1559,Sucursal_1,2025-04-20,3,1877
7033,Producto_50,Cliente_810,Sucursal_4,2024-04-28,3,965
7034,Producto_57,Cliente_704,Sucursal_1,2023-11-12,4,514
7035,Producto_60,Cliente_763,Sucursal_12,2025-12-12,3,10010
7036,Producto_88,Cliente_235,Sucursal_10,2023-12-03,1,9463
7037,Producto_84,Cliente_295,Sucursal_3,2023-08-06,3,651
7038,Producto_95,Cliente_739,Sucursal_7,2024-11-06,3,14368
7039,Producto_51,Cliente_1671,Sucursal_4,2024-10-23,2,416
