cliente,genero,edad,ciudad_cliente
Cliente_1163,Femenino,18,Tijuana
Cliente_14,Masculino,64,Tuxtla Gutiérrez
Cliente_1229,Masculino,52,monterrey
Cliente_1269,Femenino,68,MONTERREY
Cliente_44,Femenino,65,CANCÚN
Cliente_1768,Femenino,40,Monterrey
Cliente_1495,Masculino,67,Monterrey
Cliente_1340,Femenino,51,LEÓN
Cliente_943,Masculino,49,GUADALAJARA
Cliente_973,Femenino,50,Ciudad de México
Cliente_1952,Femenino,54,Tuxtla Gutiérrez
Cliente_839,Masculino,44,guadalajara
Cliente_1607,Femenino,33,león
Cliente_58,Masculino,25,MONTERREY
Cliente_1064,Masculino,30,guadalajara
Cliente_463,Masculino,21,monterrey
Cliente_629,Masculino,58,PUEBLA
Cliente_913,Masculino,56,Cancún
Cliente_230,Femenino,31,Cancún
Cliente_804,Masculino,65,MÉRIDA
Cliente_1064,Masculino,30,GUADALAJARA
Cliente_1589,Masculino,27,PUEBLA
Cliente_122,Masculino,46,CIUDAD DE MÉXICO
Cliente_98,Masculino,32,Guadalajara
Cliente_313,Femenino,20,cancún
Cliente_337,Femenino,56,león
Cliente_1370,Masculino,70,CANCÚN
Cliente_825,Femenino,24,mérida
Cliente_293,Femenino,52,Monterrey
Cliente_966,Femenino,66,CIUDAD DE MÉXICO
Cliente_23,Masculino,39,guadalajara
Cliente_772,Femenino,66,Tuxtla Gutiérrez
Cliente_118,Masculino,51,MONTERREY
Cliente_989,Femenino,29,ciudad de méxico
Cliente_27,Femenino,54,monterrey
Cliente_397,Femenino,43,Mérida
Cliente_1394,Masculino,51,Tuxtla Gutiérrez
Cliente_1307,Femenino,56,mérida
Cliente_1173,Femenino,33,ciudad de méxico
Cliente_1978,Femenino,46,MÉRIDA
Cliente_1994,Femenino,31,MÉRIDA
Cliente_1456,Masculino,63,cancún
Cliente_1679,Masculino,23,ciudad de méxico
Cliente_846,Masculino,52,cancún
Cliente_962,Masculino,30,TIJUANA
Cliente_1879,Femenino,22,PUEBLA
Cliente_930,Femenino,47,cancún
Cliente_536,Femenino,26,Monterrey
Cliente_298,Masculino,35,Monterrey
Cliente_1136,Masculino,37,PUEBLA
Cliente_837,Masculino,36,Mérida
Cliente_716,Masculino,67,Puebla
,Femenino,69,LEÓN
Cliente_117,Masculino,36,cancún
Cliente_616,Femenino,47,CANCÚN
Cliente_744,Masculino,69,tijuana
Cliente_11,Masculino,52,CANCÚN
Cliente_169,Masculino,19,MÉRIDA
Cliente_161,Femenino,56,Mérida
Cliente_14,Masculino,64,Tuxtla Gutiérrez
Cliente_305,Masculino,65,Guadalajara
Cliente_825,Femenino,24,mérida
Cliente_928,,50,ciudad de méxico
Cliente_362,Masculino,19,TUXTLA GUTIÉRREZ
Cliente_1075,Masculino,62,TIJUANA
Cliente_358,Masculino,24,TIJUANA
Cliente_108,Masculino,34,tijuana
Cliente_128,Masculino,62,TUXTLA GUTIÉRREZ
Cliente_976,Masculino,40,MÉRIDA
Cliente_1532,Masculino,26,tapachula
Cliente_433,Masculino,36,guadalajara
Cliente_1872,Femenino,66,tapachula
Cliente_1732,Masculino,39,MONTERREY
Cliente_396,Femenino,58,Guadalajara
Cliente_1072,Femenino,69,Tapachula
Cliente_1011,Masculino,38,León
Cliente_485,Femenino,35,CIUDAD DE MÉXICO
Cliente_1931,Femenino,64,TUXTLA GUTIÉRREZ
Cliente_1302,Masculino,58,Puebla
Cliente_335,Masculino,43,TAPACHULA
Cliente_653,Femenino,41,GUADALAJARA
Cliente_1021,Femenino,19,Monterrey
Cliente_1106,Femenino,29,PUEBLA
Cliente_585,Femenino,58,ciudad de méxico
Cliente_505,Femenino,52,tuxtla gutiérrez
Cliente_131,Femenino,18,ciudad de méxico
Cliente_1378,Femenino,53,Cancún
Cliente_907,Masculino,41,León
Cliente_414,Masculino,34,monterrey
Cliente_1142,Masculino,61,CIUDAD DE MÉXICO
Cliente_336,Masculino,21,MÉRIDA
Cliente_216,Femenino,18,MONTERREY
Cliente_681,Femenino,36,MÉRIDA
Cliente_977,Femenino,35,guadalajara
Cliente_1227,Femenino,29,Cancún
Cliente_1491,Femenino,30,CANCÚN
Cliente_734,Femenino,29,LEÓN
Cliente_452,Femenino,52,CIUDAD DE MÉXICO
Cliente_1322,Masculino,67,LEÓN
Cliente_1722,Masculino,62,León
Cliente_1484,Femenino,56,tuxtla gutiérrez
Cliente_925,Masculino,43,monterrey
Cliente_278,Femenino,65,Tijuana
Cliente_1179,Masculino,62,Tuxtla Gutiérrez
Cliente_1331,Masculino,27,mérida
Cliente_726,Masculino,51,CIUDAD DE MÉXICO
Cliente_318,Masculino,21,PUEBLA
Cliente_449,Masculino,28,puebla
Cliente_81,Femenino,58,Guadalajara
Cliente_1317,Femenino,30,tuxtla gutiérrez
Cliente_1384,Masculino,69,ciudad de méxico
Cliente_1341,Masculino,24,CIUDAD DE MÉXICO
Cliente_88,Femenino,54,monterrey
Cliente_1537,Femenino,33,Tijuana
Cliente_1867,Femenino,58,PUEBLA
Cliente_368,Femenino,62,guadalajara
Cliente_388,Masculino,69,MÉRIDA
Cliente_1179,Masculino,62,tuxtla gutiérrez
Cliente_811,Masculino,25,tuxtla gutiérrez
Cliente_1423,Masculino,41,puebla
Cliente_883,Femenino,37,PUEBLA
Cliente_1839,Masculino,18,Ciudad de México
Cliente_262,Masculino,33,puebla
Cliente_930,Femenino,47,CANCÚN
Cliente_809,Masculino,25,TIJUANA
Cliente_678,Femenino,59,CANCÚN
Cliente_1704,Masculino,68,TAPACHULA
Cliente_808,Masculino,68,Guadalajara
Cliente_1052,Masculino,65,MONTERREY
Cliente_623,Femenino,40,TIJUANA
Cliente_1137,Masculino,33,León
Cliente_718,Femenino,31,CIUDAD DE MÉXICO
Cliente_965,Femenino,35,tijuana
Cliente_847,Femenino,46,tuxtla gutiérrez
Cliente_155,Femenino,28,tijuana
Cliente_354,Femenino,29,LEÓN
Cliente_224,Masculino,58,cancún
Cliente_1537,Femenino,33,TIJUANA
Cliente_478,Masculino,64,tapachula
Cliente_1205,Masculino,33,TAPACHULA
Cliente_1357,Femenino,69,Cancún
Cliente_2,Masculino,38,mérida
Cliente_148,Femenino,41,Ciudad de México
Cliente_1175,Masculino,30,tuxtla gutiérrez
Cliente_1713,Masculino,34,León
Cliente_1874,Femenino,42,LEÓN
Cliente_1384,Masculino,69,Ciudad de México
Cliente_1029,Masculino,41,TIJUANA
Cliente_1309,Masculino,69,Guadalajara
Cliente_517,Masculino,63,guadalajara
Cliente_1199,Masculino,70,guadalajara
Cliente_594,Masculino,42,León
Cliente_182,Femenino,39,MÉRIDA
Cliente_168,Femenino,66,Tapachula
Cliente_1039,Masculino,62,MÉRIDA
Cliente_322,Masculino,24,León
Cliente_1500,Masculino,65,Tapachula
Cliente_1481,Femenino,61,guadalajara
Cliente_714,Masculino,43,Cancún
Cliente_1269,Femenino,68,monterrey
Cliente_589,Masculino,58,ciudad de méxico
Cliente_34,Masculino,42,CIUDAD DE MÉXICO
Cliente_1410,Femenino,21,Ciudad de México
Cliente_680,Femenino,35,TUXTLA GUTIÉRREZ
Cliente_315,Femenino,34,CIUDAD DE MÉXICO
Cliente_1235,Femenino,24,CANCÚN
Cliente_491,Masculino,66,Tapachula
Cliente_1299,Masculino,68,CANCÚN
Cliente_44,Femenino,65,Cancún
Cliente_709,Femenino,50,Puebla
Cliente_1502,Masculino,62,Ciudad de México
Cliente_335,Masculino,43,tapachula
Cliente_139,Femenino,30,tuxtla gutiérrez
Cliente_188,Masculino,44,MONTERREY
Cliente_843,Masculino,54,TUXTLA GUTIÉRREZ
Cliente_626,Femenino,68,Monterrey
Cliente_782,Masculino,33,MÉRIDA
Cliente_1494,Masculino,67,Monterrey
Cliente_1154,Femenino,58,TAPACHULA
Cliente_1295,Femenino,18,TUXTLA GUTIÉRREZ
Cliente_889,Masculino,49,cancún
Cliente_887,Masculino,61,Cancún
Cliente_1166,Femenino,28,León
Cliente_1279,Femenino,48,GUADALAJARA
Cliente_1440,Masculino,68,CANCÚN
Cliente_1557,Masculino,52,GUADALAJARA
Cliente_1321,Femenino,57,GUADALAJARA
Cliente_285,Masculino,40,cancún
Cliente_1000,Femenino,44,tuxtla gutiérrez
Cliente_123,Masculino,58,puebla
Cliente_1862,Masculino,30,León
Cliente_981,Femenino,28,CANCÚN
Cliente_964,Masculino,34,Tuxtla Gutiérrez
Cliente_750,Masculino,46,TAPACHULA
Cliente_1163,Femenino,18,Tijuana
Cliente_548,Femenino,57,LEÓN
Cliente_195,Femenino,19,TAPACHULA
Cliente_1326,Masculino,38,león
Cliente_467,Femenino,62,Ciudad de México
Cliente_1356,Femenino,18,mérida
Cliente_1213,Masculino,33,Tuxtla Gutiérrez
Cliente_84,Femenino,59,TUXTLA GUTIÉRREZ
Cliente_1584,Femenino,61,guadalajara
Cliente_1871,Femenino,20,tapachula
Cliente_1385,Masculino,37,monterrey
Cliente_280,Femenino,45,TAPACHULA
Cliente_524,Femenino,39,cancún
Cliente_1514,Femenino,45,CIUDAD DE MÉXICO
Cliente_388,Masculino,69,MÉRIDA
Cliente_718,Femenino,31,Ciudad de México
Cliente_787,Masculino,24,MÉRIDA
Cliente_1119,Masculino,23,Guadalajara
Cliente_1849,Femenino,65,Tapachula
Cliente_469,Femenino,62,Ciudad de México
Cliente_1849,Femenino,65,TAPACHULA
Cliente_1306,Femenino,41,mérida
Cliente_1364,Masculino,25,Tijuana
Cliente_105,Masculino,63,ciudad de méxico
Cliente_557,Femenino,37,Ciudad de México
Cliente_419,Femenino,40,Guadalajara
Cliente_298,Masculino,35,Monterrey
Cliente_289,Femenino,51,Tijuana
Cliente_432,Femenino,43,Mérida
Cliente_243,Masculino,47,monterrey
Cliente_1718,Masculino,25,Monterrey
Cliente_1472,Masculino,48,MONTERREY
Cliente_1327,Masculino,23,PUEBLA
Cliente_1363,Femenino,20,Ciudad de México
Cliente_809,Masculino,25,TIJUANA
Cliente_1787,Femenino,20,guadalajara
Cliente_1022,Femenino,19,TAPACHULA
Cliente_1626,Femenino,67,tijuana
Cliente_433,Masculino,36,guadalajara
Cliente_403,Masculino,33,GUADALAJARA
Cliente_626,Femenino,68,monterrey
Cliente_179,Masculino,29,LEÓN
Cliente_1915,Femenino,48,tuxtla gutiérrez
Cliente_612,Masculino,22,Tijuana
Cliente_1638,Femenino,45,León
Cliente_892,Masculino,40,Monterrey
Cliente_1953,Masculino,19,monterrey
Cliente_438,Femenino,70,Mérida
Cliente_103,Femenino,33,tuxtla gutiérrez
Cliente_1595,Masculino,63,Tijuana
Cliente_327,Masculino,31,tapachula
Cliente_1926,Femenino,45,TUXTLA GUTIÉRREZ
Cliente_1978,Femenino,46,Mérida
Cliente_17,Femenino,26,tijuana
Cliente_628,Femenino,29,tuxtla gutiérrez
Cliente_127,Femenino,37,TIJUANA
Cliente_177,Femenino,35,TIJUANA
Cliente_1502,Masculino,62,ciudad de méxico
Cliente_199,Femenino,44,tuxtla gutiérrez
Cliente_544,Masculino,40,mérida
Cliente_1487,Femenino,28,PUEBLA
Cliente_669,Masculino,59,Cancún
Cliente_1999,Femenino,28,CANCÚN
Cliente_1247,,63,tijuana
Cliente_348,Masculino,46,mérida
Cliente_1953,Masculino,19,MONTERREY
Cliente_699,Masculino,70,puebla
Cliente_761,Femenino,69,CANCÚN
Cliente_311,Femenino,52,Monterrey
Cliente_1610,Femenino,25,tijuana
Cliente_1108,Masculino,32,GUADALAJARA
Cliente_1177,Masculino,21,guadalajara
Cliente_40,Femenino,30,LEÓN
Cliente_309,Femenino,45,guadalajara
Cliente_696,Masculino,55,Cancún
Cliente_1704,Masculino,68,TAPACHULA
Cliente_1836,Femenino,22,MONTERREY
Cliente_665,Femenino,27,Cancún
Cliente_547,Masculino,50,TIJUANA
Cliente_1955,Masculino,66,CIUDAD DE MÉXICO
Cliente_1624,Masculino,39,GUADALAJARA
Cliente_515,Femenino,45,Tijuana
Cliente_1893,Masculino,49,Mérida
Cliente_1757,Femenino,65,cancún
Cliente_348,Masculino,46,MÉRIDA
Cliente_1692,Femenino,19,CIUDAD DE MÉXICO
Cliente_1379,Masculino,56,tijuana
Cliente_315,Femenino,34,ciudad de méxico
Cliente_831,Masculino,51,PUEBLA
Cliente_399,Masculino,58,tijuana
Cliente_1283,Femenino,49,MONTERREY
Cliente_1743,Femenino,67,MÉRIDA
Cliente_318,Masculino,21,puebla
Cliente_1383,Masculino,68,Guadalajara
Cliente_1607,Femenino,33,León
Cliente_1118,Masculino,62,Cancún
Cliente_1156,Femenino,60,Tijuana
Cliente_731,Masculino,55,Guadalajara
Cliente_1159,Masculino,70,mérida
Cliente_1660,Masculino,66,MONTERREY
Cliente_1143,Femenino,41,TAPACHULA
Cliente_204,Femenino,33,Puebla
Cliente_1954,Femenino,32,tuxtla gutiérrez
Cliente_1348,Femenino,64,ciudad de méxico
Cliente_1412,Femenino,28,PUEBLA
Cliente_1597,Femenino,43,guadalajara
Cliente_469,Femenino,62,ciudad de méxico
Cliente_1521,Masculino,41,tuxtla gutiérrez
Cliente_527,Femenino,47,Tuxtla Gutiérrez
Cliente_908,Femenino,52,Tijuana
Cliente_1660,Masculino,66,MONTERREY
Cliente_49,Masculino,27,TUXTLA GUTIÉRREZ
Cliente_172,Masculino,33,cancún
Cliente_1928,Femenino,33,MÉRIDA
Cliente_1554,Femenino,62,CANCÚN
Cliente_805,Femenino,22,Cancún
Cliente_495,Masculino,58,ciudad de méxico
Cliente_1087,Masculino,59,tapachula
Cliente_92,Femenino,65,Cancún
Cliente_704,Masculino,42,monterrey
Cliente_537,Masculino,43,Monterrey
Cliente_1910,Masculino,43,Puebla
Cliente_836,Femenino,53,TAPACHULA
Cliente_1345,Femenino,26,Tapachula
Cliente_1191,Masculino,65,TIJUANA
Cliente_1670,Masculino,50,tijuana
Cliente_161,Femenino,56,MÉRIDA
Cliente_1330,Masculino,31,ciudad de méxico
Cliente_1922,Femenino,34,Tapachula
Cliente_1629,Masculino,58,Puebla
Cliente_283,Femenino,28,Puebla
Cliente_1993,Femenino,33,tapachula
Cliente_337,Femenino,56,León
Cliente_721,Masculino,69,Tuxtla Gutiérrez
Cliente_203,Masculino,69,PUEBLA
Cliente_198,Masculino,31,Mérida
Cliente_1707,Masculino,65,MÉRIDA
Cliente_739,Femenino,67,puebla
Cliente_1337,Femenino,52,ciudad de méxico
Cliente_831,Masculino,51,Puebla
Cliente_94,Femenino,37,TUXTLA GUTIÉRREZ
Cliente_827,Masculino,29,LEÓN
Cliente_106,Femenino,52,ciudad de méxico
Cliente_955,Femenino,29,CANCÚN
Cliente_1997,Femenino,66,PUEBLA
Cliente_1285,Masculino,38,MONTERREY
Cliente_474,Femenino,43,guadalajara
Cliente_131,Femenino,18,CIUDAD DE MÉXICO
Cliente_1872,Femenino,66,TAPACHULA
Cliente_1118,Masculino,62,Cancún
Cliente_1871,Femenino,20,tapachula
Cliente_1049,Femenino,52,GUADALAJARA
Cliente_194,Masculino,52,CANCÚN
Cliente_1136,Masculino,37,PUEBLA
Cliente_1079,Masculino,67,León
Cliente_1202,Masculino,29,Tapachula
Cliente_318,Masculino,21,puebla
Cliente_1976,Masculino,65,tuxtla gutiérrez
Cliente_1813,Masculino,62,tapachula
Cliente_603,Femenino,32,LEÓN
Cliente_371,Masculino,50,guadalajara
Cliente_91,Masculino,63,MÉRIDA
Cliente_1269,Femenino,68,MONTERREY
Cliente_86,Femenino,31,Tuxtla Gutiérrez
Cliente_1271,Masculino,64,tijuana
Cliente_1610,Femenino,25,Tijuana
Cliente_1043,Femenino,22,monterrey
Cliente_1999,Femenino,28,CANCÚN
Cliente_716,Masculino,67,Puebla
Cliente_1130,Femenino,18,LEÓN
Cliente_1524,Masculino,39,Mérida
Cliente_1352,Masculino,24,León
Cliente_1616,Masculino,67,Mérida
Cliente_1721,Femenino,33,Puebla
Cliente_89,Femenino,52,CANCÚN
Cliente_128,Masculino,62,tuxtla gutiérrez
Cliente_744,Masculino,69,Tijuana
Cliente_1381,Masculino,66,puebla
Cliente_433,Masculino,36,GUADALAJARA
Cliente_1204,Femenino,51,león
Cliente_219,Femenino,52,mérida
Cliente_730,Femenino,67,Mérida
Cliente_908,Femenino,52,TIJUANA
Cliente_1498,Masculino,44,MONTERREY
Cliente_650,Femenino,52,CANCÚN
Cliente_288,Masculino,66,Tapachula
Cliente_357,Masculino,62,Cancún
Cliente_921,Femenino,64,MÉRIDA
Cliente_1518,Femenino,49,MONTERREY
Cliente_1767,Masculino,47,Puebla
Cliente_263,Masculino,60,Guadalajara
Cliente_856,Femenino,62,guadalajara
Cliente_1790,Femenino,64,LEÓN
Cliente_1315,Masculino,38,TIJUANA
Cliente_365,Femenino,53,TAPACHULA
Cliente_1362,Femenino,62,PUEBLA
Cliente_772,Femenino,66,tuxtla gutiérrez
Cliente_728,Masculino,30,cancún
Cliente_1641,Femenino,40,Guadalajara
Cliente_1871,Femenino,20,Tapachula
Cliente_469,Femenino,62,ciudad de méxico
Cliente_411,Femenino,19,ciudad de méxico
Cliente_1729,Masculino,20,guadalajara
Cliente_839,Masculino,44,Guadalajara
Cliente_633,Femenino,53,TIJUANA
Cliente_1050,Femenino,63,Cancún
Cliente_646,Masculino,45,Tuxtla Gutiérrez
Cliente_239,Femenino,37,Cancún
Cliente_1075,Masculino,62,Tijuana
Cliente_1306,Femenino,41,MÉRIDA
Cliente_1281,Femenino,27,CANCÚN
Cliente_1097,Masculino,19,Ciudad de México
Cliente_1181,Masculino,23,Tapachula
Cliente_544,Masculino,40,mérida
Cliente_1876,Masculino,34,Mérida
Cliente_487,Femenino,63,Ciudad de México
Cliente_837,Masculino,36,MÉRIDA
Cliente_995,Femenino,46,MONTERREY
,Femenino,18,Cancún
Cliente_201,Masculino,37,cancún
Cliente_580,Femenino,64,puebla
Cliente_156,Masculino,29,Tijuana
Cliente_56,Masculino,59,tuxtla gutiérrez
Cliente_712,Femenino,60,León
Cliente_1914,Femenino,29,monterrey
Cliente_1535,Femenino,69,Puebla
Cliente_1639,Masculino,30,león
Cliente_1010,Masculino,34,MÉRIDA
Cliente_1345,Femenino,26,tapachula
Cliente_795,Femenino,37,GUADALAJARA
Cliente_517,Masculino,63,Guadalajara
Cliente_1227,Femenino,29,Cancún
Cliente_90,Femenino,50,Mérida
Cliente_1038,Masculino,27,Monterrey
Cliente_1856,Masculino,59,León
Cliente_622,Femenino,60,PUEBLA
Cliente_651,Masculino,48,tuxtla gutiérrez
Cliente_70,Masculino,48,Tijuana
Cliente_386,Masculino,29,TIJUANA
Cliente_926,Masculino,61,tapachula
Cliente_1087,Masculino,59,Tapachula
Cliente_61,Masculino,47,GUADALAJARA
Cliente_1043,Femenino,22,Monterrey
Cliente_1763,Femenino,68,tijuana
Cliente_1314,Femenino,42,ciudad de méxico
Cliente_98,Masculino,32,guadalajara
Cliente_616,Femenino,47,Cancún
Cliente_1714,Femenino,26,Mérida
Cliente_1314,Femenino,42,CIUDAD DE MÉXICO
Cliente_578,Masculino,60,Puebla
Cliente_1042,Masculino,57,TIJUANA
Cliente_1644,Femenino,23,león
Cliente_1338,Femenino,56,CIUDAD DE MÉXICO
Cliente_1442,Femenino,53,MÉRIDA
Cliente_1775,Masculino,57,mérida
Cliente_468,Masculino,32,TAPACHULA
Cliente_10,Femenino,48,LEÓN
Cliente_1063,Femenino,56,monterrey
Cliente_712,Femenino,60,León
Cliente_555,Femenino,43,Tijuana
Cliente_246,Masculino,59,Monterrey
Cliente_807,Masculino,45,Cancún
Cliente_576,Femenino,67,MÉRIDA
Cliente_1679,Masculino,23,ciudad de méxico
Cliente_1456,Masculino,63,Cancún
Cliente_873,Masculino,55,CANCÚN
Cliente_531,Femenino,62,monterrey
Cliente_1849,Femenino,65,TAPACHULA
Cliente_528,Femenino,53,cancún
Cliente_1063,Femenino,56,MONTERREY
Cliente_480,Femenino,56,MÉRIDA
Cliente_856,Femenino,62,Guadalajara
Cliente_1824,Masculino,29,MONTERREY
Cliente_1719,Masculino,47,Puebla
Cliente_373,Femenino,23,Ciudad de México
Cliente_81,Femenino,58,guadalajara
Cliente_1735,Femenino,54,Puebla
Cliente_49,Masculino,27,TUXTLA GUTIÉRREZ
Cliente_616,Femenino,47,Cancún
Cliente_442,Masculino,45,CIUDAD DE MÉXICO
Cliente_1246,Masculino,30,tuxtla gutiérrez
Cliente_1953,Masculino,19,MONTERREY
Cliente_1558,Masculino,24,Guadalajara
Cliente_1892,Masculino,69,guadalajara
Cliente_1563,Masculino,22,Ciudad de México
Cliente_1195,Masculino,42,PUEBLA
Cliente_544,Masculino,40,Mérida
Cliente_1486,Femenino,27,Monterrey
Cliente_1358,Femenino,55,TUXTLA GUTIÉRREZ
Cliente_1203,Femenino,69,monterrey
Cliente_1859,Femenino,52,cancún
Cliente_1472,Masculino,48,Monterrey
Cliente_1244,Masculino,56,LEÓN
Cliente_1747,Masculino,64,Ciudad de México
Cliente_217,Femenino,30,tapachula
Cliente_566,Femenino,23,PUEBLA
Cliente_325,Femenino,63,MONTERREY
Cliente_160,Masculino,55,CIUDAD DE MÉXICO
Cliente_978,Masculino,52,CANCÚN
Cliente_192,Femenino,24,CIUDAD DE MÉXICO
Cliente_621,Femenino,44,cancún
Cliente_299,Femenino,58,cancún
Cliente_109,Masculino,65,MÉRIDA
Cliente_1593,Masculino,25,Ciudad de México
Cliente_1633,Femenino,21,guadalajara
Cliente_1088,Femenino,32,Tijuana
Cliente_1064,Masculino,30,Guadalajara
Cliente_1478,Masculino,20,TIJUANA
Cliente_400,Femenino,39,tijuana
Cliente_1544,Masculino,35,Puebla
Cliente_1245,Femenino,18,tapachula
Cliente_895,Masculino,61,Tapachula
Cliente_180,Femenino,55,León
Cliente_1553,Masculino,53,tapachula
Cliente_196,Masculino,44,Cancún
Cliente_1783,Masculino,61,León
Cliente_260,Femenino,41,Tapachula
Cliente_1940,Masculino,40,ciudad de méxico
Cliente_379,Femenino,65,Puebla
Cliente_454,Masculino,28,CANCÚN
Cliente_1165,Femenino,26,Ciudad de México
Cliente_1563,Masculino,22,CIUDAD DE MÉXICO
Cliente_643,Femenino,69,mérida
Cliente_800,Masculino,42,león
Cliente_1549,Femenino,53,MÉRIDA
Cliente_328,Masculino,25,guadalajara
Cliente_1091,Femenino,60,Puebla
Cliente_1006,Masculino,32,Monterrey
Cliente_1118,Masculino,62,CANCÚN
Cliente_323,Femenino,25,MÉRIDA
Cliente_729,Femenino,29,Tapachula
Cliente_422,Masculino,62,león
Cliente_731,Masculino,55,Guadalajara
Cliente_1723,Femenino,51,Tuxtla Gutiérrez
Cliente_79,Masculino,60,LEÓN
Cliente_1822,Masculino,23,Tuxtla Gutiérrez
Cliente_284,Femenino,23,Monterrey
Cliente_486,Masculino,22,Cancún
Cliente_866,Femenino,45,MÉRIDA
Cliente_1723,Femenino,51,tuxtla gutiérrez
Cliente_316,Femenino,62,Ciudad de México
Cliente_13,Femenino,23,Mérida
Cliente_569,Femenino,31,Tapachula
Cliente_1426,Masculino,70,tapachula
Cliente_1346,Femenino,19,LEÓN
Cliente_1614,Femenino,61,Ciudad de México
Cliente_244,Masculino,33,Tijuana
Cliente_337,Femenino,56,león
Cliente_1336,Masculino,47,GUADALAJARA
Cliente_1160,Masculino,39,Ciudad de México
Cliente_1260,Masculino,40,Monterrey
Cliente_984,Femenino,37,TUXTLA GUTIÉRREZ
Cliente_969,Femenino,64,guadalajara
Cliente_548,Femenino,57,LEÓN
Cliente_118,Masculino,51,MONTERREY
Cliente_478,Masculino,64,tapachula
Cliente_466,Masculino,45,León
Cliente_541,Femenino,59,guadalajara
Cliente_924,Femenino,48,MONTERREY
Cliente_1683,Masculino,59,Tijuana
Cliente_1911,Masculino,54,Mérida
Cliente_922,Masculino,69,Mérida
Cliente_524,Femenino,39,Cancún
Cliente_226,Femenino,24,MONTERREY
Cliente_1173,Femenino,33,ciudad de méxico
Cliente_150,Masculino,56,Tijuana
Cliente_128,Masculino,62,TUXTLA GUTIÉRREZ
Cliente_625,Femenino,66,LEÓN
Cliente_1099,Masculino,25,Tapachula
Cliente_1781,Masculino,57,Monterrey
Cliente_1251,Femenino,43,Cancún
Cliente_266,Masculino,28,CIUDAD DE MÉXICO
Cliente_584,Masculino,45,Cancún
Cliente_201,Masculino,37,CANCÚN
Cliente_973,Femenino,50,Ciudad de México
Cliente_602,Femenino,23,CANCÚN
Cliente_869,Masculino,21,CANCÚN
Cliente_1133,Femenino,51,MONTERREY
Cliente_1537,Femenino,33,tijuana
Cliente_587,Femenino,18,Cancún
Cliente_1214,Masculino,38,Tijuana
Cliente_749,Masculino,29,TUXTLA GUTIÉRREZ
Cliente_53,Femenino,23,TAPACHULA
Cliente_1972,Masculino,45,Tuxtla Gutiérrez
Cliente_1858,Femenino,22,MONTERREY
Cliente_646,Masculino,45,TUXTLA GUTIÉRREZ
Cliente_1513,Masculino,45,MONTERREY
Cliente_1177,Masculino,21,GUADALAJARA
Cliente_1447,Femenino,34,Mérida
Cliente_162,Femenino,60,monterrey
Cliente_1583,Masculino,18,LEÓN
Cliente_858,Masculino,18,CIUDAD DE MÉXICO
Cliente_655,Femenino,56,León
Cliente_1943,Masculino,49,GUADALAJARA
Cliente_538,Femenino,42,MÉRIDA
Cliente_1597,Femenino,43,Guadalajara
Cliente_1804,Masculino,18,mérida
Cliente_375,Femenino,66,tijuana
Cliente_1259,Masculino,33,PUEBLA
Cliente_1472,Masculino,48,monterrey
Cliente_1505,Masculino,43,LEÓN
Cliente_1362,Femenino,62,puebla
Cliente_915,Femenino,42,Tijuana
Cliente_59,Masculino,54,Tapachula
Cliente_1403,,64,GUADALAJARA
Cliente_409,Masculino,26,ciudad de méxico
Cliente_517,Masculino,63,Guadalajara
Cliente_1359,Femenino,26,CIUDAD DE MÉXICO
Cliente_1538,Masculino,24,TIJUANA
Cliente_785,Femenino,32,TIJUANA
Cliente_1668,Masculino,27,león
Cliente_56,Masculino,59,TUXTLA GUTIÉRREZ
Cliente_1621,Masculino,20,tijuana
Cliente_646,Masculino,45,Tuxtla Gutiérrez
Cliente_1137,Masculino,33,LEÓN
Cliente_99,Masculino,66,tapachula
Cliente_1877,Masculino,53,CIUDAD DE MÉXICO
Cliente_507,Femenino,49,Tuxtla Gutiérrez
Cliente_467,Femenino,62,ciudad de méxico
Cliente_66,Masculino,56,guadalajara
Cliente_615,Femenino,51,tuxtla gutiérrez
Cliente_1019,Masculino,19,LEÓN
Cliente_977,Femenino,35,guadalajara
Cliente_1254,Femenino,23,Ciudad de México
Cliente_586,Femenino,22,monterrey
Cliente_1728,Femenino,25,PUEBLA
Cliente_1406,Femenino,21,Tuxtla Gutiérrez
Cliente_931,Masculino,41,MONTERREY
Cliente_1407,Masculino,40,Guadalajara
Cliente_568,Masculino,42,Ciudad de México
Cliente_544,Masculino,40,mérida
Cliente_1684,Femenino,60,CANCÚN
Cliente_971,Femenino,66,guadalajara
Cliente_1334,Masculino,48,Tijuana
Cliente_984,Femenino,37,TUXTLA GUTIÉRREZ
Cliente_1678,Masculino,23,CIUDAD DE MÉXICO
Cliente_540,Femenino,53,Monterrey
Cliente_1760,Masculino,44,GUADALAJARA
Cliente_1097,Masculino,19,ciudad de méxico
Cliente_141,Femenino,41,MONTERREY
Cliente_562,Femenino,35,Monterrey
Cliente_1753,Masculino,52,LEÓN
Cliente_163,Femenino,32,mérida
Cliente_1773,Masculino,57,león
Cliente_617,Femenino,56,león
Cliente_849,Femenino,44,Tapachula
Cliente_1150,Masculino,33,Puebla
Cliente_1236,Femenino,64,puebla
Cliente_632,Masculino,39,MONTERREY
Cliente_895,Masculino,61,tapachula
Cliente_49,Masculino,27,Tuxtla Gutiérrez
Cliente_1048,Masculino,66,GUADALAJARA
Cliente_304,Masculino,57,Puebla
