id_venta,producto,categoria,marca,cliente,genero,edad,ciudad_cliente,sucursal,ciudad_sucursal,estado,fecha,cantidad,precio,total
8412,Producto_32,Hogar,Alpha,Cliente_1738,Femenino,55,Monterrey,Sucursal_7,Ciudad de México,CDMX,2025-08-15,3,2296,6888
8413,Producto_86,Electrónica,Nova,Cliente_1671,Masculino,54,ciudad de méxico,Sucursal_6,LEÓN,Guanajuato,2025-10-11,1,6802,6802
8414,Producto_99,Deportes,ComfortPlus,Cliente_374,Femenino,49,Puebla,Sucursal_5,Tijuana,Baja California,2023-09-11,3,517,1551
8415,Producto_49,Deportes,HomePro,Cliente_182,Femenino,39,Mérida,Sucursal_3,monterrey,Nuevo León,2023-04-30,5,604,3020
8416,Producto_46,Muebles,HomePro,Cliente_1848,Femenino,69,león,Sucursal_4,mérida,Yucatán,2023-08-04,2,2754,5508
8417,Producto_80,Tecnología,Nova,Cliente_325,Femenino,63,MONTERREY,Sucursal_8,PUEBLA,Puebla,2024-12-08,4,7252,29008
8418,Producto_91,Hogar,Omega,Cliente_489,Femenino,56,Cancún,Sucursal_10,Monterrey,Nuevo León,2025-04-23,3,654,1962
8419,Producto_67,Electrónica,TechBrand,Cliente_1140,Femenino,28,Ciudad de México,Sucursal_15,mérida,Yucatán,2025-09-28,3,12394,37182
8420,Producto_76,Ropa,Alpha,Cliente_1770,Femenino,32,Tapachula,Sucursal_12,Guadalajara,Jalisco,2024-03-25,3,427,1281
8421,Producto_61,Electrónica,NextGen,Cliente_1021,Femenino,19,monterrey,Sucursal_4,Mérida,Yucatán,2023-01-30,3,18017,54051
8422,Producto_73,Hogar,TechBrand,Cliente_737,Masculino,54,ciudad de méxico,Sucursal_3,MONTERREY,Nuevo León,2023-04-10,3,2511,7533
8423,Producto_100,Electrónica,TechBrand,Cliente_1651,Masculino,47,Ciudad de México,Sucursal_14,puebla,Puebla,2025-06-18,3,15606,46818
8424,Producto_55,Tecnología,NextGen,Cliente_826,Masculino,48,PUEBLA,Sucursal_1,monterrey,Nuevo León,2025-07-07,4,5091,20364
8425,Producto_64,Tecnología,Alpha,Cliente_647,Femenino,50,Tijuana,Sucursal_1,MONTERREY,Nuevo León,2025-12-16,2,12452,24904
8426,Producto_12,Tecnología,TechBrand,Cliente_1270,Masculino,33,CANCÚN,Sucursal_10,monterrey,Nuevo León,2024-12-30,3,14176,42528
8427,Producto_18,Deportes,FitLife,Cliente_1753,Masculino,52,LEÓN,Sucursal_3,Monterrey,Nuevo León,2024-06-19,3,1474,4422
8428,Producto_31,Deportes,HomePro,Cliente_667,Masculino,65,PUEBLA,Sucursal_1,MONTERREY,Nuevo León,2024-09-16,5,437,2185
8429,Producto_66,Tecnología,Alpha,Cliente_1920,Masculino,65,Tapachula,Sucursal_10,Monterrey,Nuevo León,2023-12-07,3,11942,35826
8430,Producto_10,Accesorios,TechBrand,Cliente_1677,Masculino,36,cancún,Sucursal_1,MONTERREY,Nuevo León,2024-01-28,3,684,2052
8431,Producto_94,Muebles,NextGen,Cliente_1465,Masculino,36,MÉRIDA,Sucursal_1,MONTERREY,Nuevo León,2025-11-05,2,6757,13514
8432,Producto_89,Muebles,NextGen,Cliente_732,Femenino,23,TAPACHULA,Sucursal_2,Mérida,Yucatán,2023-01-02,1,7325,7325
8433,Producto_67,Electrónica,TechBrand,Cliente_1339,Masculino,46,GUADALAJARA,Sucursal_12,Guadalajara,Jalisco,2023-03-02,2,10140,20280
8434,Producto_94,Muebles,NextGen,Cliente_1376,Femenino,39,Tijuana,Sucursal_8,PUEBLA,Puebla,2024-12-28,1,1843,1843
8435,Producto_11,Ropa,Alpha,Cliente_666,Masculino,24,mérida,Sucursal_11,Puebla,Puebla,2025-10-29,4,1510,6040
8436,Producto_38,Tecnología,UrbanStyle,Cliente_1201,Masculino,19,tuxtla gutiérrez,Sucursal_12,guadalajara,Jalisco,2025-02-08,5,8493,42465
8437,Producto_19,Accesorios,NextGen,Cliente_1840,Masculino,55,Tijuana,Sucursal_8,Puebla,Puebla,2025-01-09,1,1217,1217
8438,Producto_98,Muebles,ComfortPlus,Cliente_1431,Masculino,21,Mérida,Sucursal_7,CIUDAD DE MÉXICO,CDMX,2025-08-26,4,3593,14372
8439,Producto_47,Accesorios,HomePro,Cliente_242,Masculino,36,LEÓN,Sucursal_8,Puebla,Puebla,2025-02-12,5,231,1155
8440,Producto_63,Muebles,HomePro,Cliente_711,Masculino,56,CIUDAD DE MÉXICO,Sucursal_14,PUEBLA,Puebla,2024-10-27,5,2371,11855
8441,Producto_26,Electrónica,Omega,Cliente_485,Femenino,35,ciudad de méxico,Sucursal_7,ciudad de méxico,CDMX,2023-06-17,2,17583,35166
8442,Producto_15,Deportes,FitLife,Cliente_54,Masculino,65,monterrey,Sucursal_11,PUEBLA,Puebla,2023-09-23,2,2101,4202
8443,Producto_50,Accesorios,HomePro,Cliente_1856,Masculino,59,león,Sucursal_15,MÉRIDA,Yucatán,2025-09-13,2,526,1052
8444,Producto_14,Electrónica,Nova,Cliente_545,Masculino,32,puebla,Sucursal_15,Mérida,Yucatán,2025-10-15,3,12448,37344
8445,Producto_79,Tecnología,FitLife,Cliente_1083,Femenino,54,MÉRIDA,Sucursal_8,puebla,Puebla,2023-02-21,3,14585,43755
8446,Producto_31,Deportes,HomePro,Cliente_1290,Masculino,51,Monterrey,Sucursal_2,mérida,Yucatán,2025-05-01,1,1928,1928
8447,Producto_53,Tecnología,UrbanStyle,Cliente_1221,Masculino,24,Tuxtla Gutiérrez,Sucursal_11,PUEBLA,Puebla,2024-10-06,1,14382,14382
8448,Producto_17,Hogar,FitLife,Cliente_793,Femenino,19,Mérida,Sucursal_6,león,Guanajuato,2025-07-29,3,3887,11661
8449,Producto_72,Muebles,UrbanStyle,Cliente_539,Femenino,20,león,Sucursal_8,Puebla,Puebla,2025-05-18,1,5264,5264
8450,Producto_21,Hogar,ComfortPlus,Cliente_303,Femenino,26,MONTERREY,Sucursal_9,tuxtla gutiérrez,Chiapas,2024-01-19,1,601,601
8451,Producto_10,Accesorios,TechBrand,Cliente_853,Femenino,29,Tapachula,Sucursal_15,MÉRIDA,Yucatán,2024-09-16,5,481,2405
8452,Producto_66,Tecnología,Alpha,Cliente_59,Masculino,54,Tapachula,Sucursal_12,Guadalajara,Jalisco,2025-10-08,1,3976,3976
8453,Producto_9,Accesorios,UrbanStyle,Cliente_1846,Femenino,68,tijuana,Sucursal_8,puebla,Puebla,2023-04-28,5,307,1535
8454,Producto_2,Accesorios,NextGen,Cliente_573,Masculino,69,Ciudad de México,Sucursal_6,León,Guanajuato,2023-06-22,5,106,530
8455,Producto_66,Tecnología,Alpha,Cliente_1352,Masculino,24,LEÓN,Sucursal_12,GUADALAJARA,Jalisco,2025-01-19,2,5246,10492
8456,Producto_16,Accesorios,FitLife,Cliente_441,Femenino,62,Tuxtla Gutiérrez,Sucursal_4,Mérida,Yucatán,2023-02-25,5,979,4895
8457,Producto_74,Tecnología,TechBrand,Cliente_737,Masculino,54,Ciudad de México,Sucursal_13,LEÓN,Guanajuato,2023-12-17,4,9575,38300
8458,Producto_8,Ropa,Nova,Cliente_1340,Femenino,51,León,Sucursal_15,mérida,Yucatán,2023-04-01,1,1677,1677
8459,Producto_26,Electrónica,Omega,Cliente_411,Femenino,19,ciudad de méxico,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2023-08-04,2,19672,39344
8460,Producto_15,Deportes,FitLife,Cliente_1374,Masculino,64,Tuxtla Gutiérrez,Sucursal_11,puebla,Puebla,2024-11-09,2,2926,5852
8461,Producto_87,Tecnología,HomePro,Cliente_427,Femenino,28,Tapachula,Sucursal_11,PUEBLA,Puebla,2024-01-20,5,10557,52785
8462,Producto_5,Deportes,FitLife,Cliente_79,Masculino,60,LEÓN,Sucursal_12,Guadalajara,Jalisco,2024-11-04,3,1580,4740
8463,Producto_92,Tecnología,Nova,Cliente_313,Femenino,20,cancún,Sucursal_12,GUADALAJARA,Jalisco,2023-01-23,2,6025,12050
8464,Producto_65,Muebles,Alpha,Cliente_1340,Femenino,51,León,Sucursal_1,MONTERREY,Nuevo León,2025-01-26,1,5274,5274
8465,Producto_20,Hogar,Omega,Cliente_1550,Femenino,27,Tijuana,Sucursal_10,MONTERREY,Nuevo León,2023-02-08,5,4819,24095
8466,Producto_22,Hogar,Alpha,Cliente_1945,Masculino,24,Ciudad de México,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2023-09-14,5,833,4165
8467,Producto_58,Electrónica,TechBrand,Cliente_509,Masculino,43,Tijuana,Sucursal_14,Puebla,Puebla,2025-02-12,1,19905,19905
8468,Producto_82,Ropa,ComfortPlus,Cliente_1044,Femenino,29,Cancún,Sucursal_11,PUEBLA,Puebla,2024-07-09,2,919,1838
8469,Producto_82,Ropa,ComfortPlus,Cliente_1599,Masculino,61,cancún,Sucursal_14,Puebla,Puebla,2024-10-22,3,583,1749
8470,Producto_85,Ropa,TechBrand,Cliente_571,Masculino,23,Mérida,Sucursal_15,mérida,Yucatán,2023-05-28,3,341,1023
8471,Producto_40,Deportes,Alpha,Cliente_1890,Femenino,51,LEÓN,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2025-04-21,3,1317,3951
8472,Producto_34,Deportes,NextGen,Cliente_804,Masculino,65,Mérida,Sucursal_13,León,Guanajuato,2024-08-27,3,2366,7098
8473,Producto_98,Muebles,ComfortPlus,Cliente_1467,Masculino,18,ciudad de méxico,Sucursal_12,GUADALAJARA,Jalisco,2023-09-15,5,3956,19780
8474,Producto_19,Accesorios,NextGen,Cliente_1764,Masculino,56,puebla,Sucursal_7,ciudad de méxico,CDMX,2024-04-17,3,-100,3459
8475,Producto_25,Electrónica,Nova,Cliente_313,Femenino,20,Cancún,Sucursal_6,LEÓN,Guanajuato,2024-05-12,3,7748,23244
8476,Producto_40,Deportes,Alpha,Cliente_1277,Femenino,68,tijuana,Sucursal_14,puebla,Puebla,2024-04-07,2,2356,4712
8477,Producto_86,Electrónica,Nova,Cliente_1372,Masculino,56,TUXTLA GUTIÉRREZ,Sucursal_14,puebla,Puebla,2023-07-16,2,13872,27744
8478,Producto_60,Tecnología,ComfortPlus,Cliente_1816,Femenino,43,León,Sucursal_3,Monterrey,Nuevo León,2025-11-17,3,9941,29823
8479,Producto_55,Tecnología,NextGen,Cliente_424,Masculino,54,CANCÚN,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2025-02-04,2,11199,22398
8480,Producto_29,Hogar,NextGen,Cliente_1867,Femenino,58,puebla,Sucursal_11,PUEBLA,Puebla,2023-01-07,3,2829,8487
8481,Producto_8,Ropa,Nova,Cliente_1324,Masculino,25,monterrey,Sucursal_3,MONTERREY,Nuevo León,2023-06-15,4,1125,4500
8482,Producto_94,Muebles,NextGen,Cliente_1792,Masculino,34,tapachula,Sucursal_5,tijuana,Baja California,2025-07-29,2,5605,11210
8483,Producto_27,Muebles,ComfortPlus,Cliente_942,Femenino,61,Tuxtla Gutiérrez,Sucursal_15,mérida,Yucatán,2025-03-27,4,6829,27316
8484,Producto_95,Tecnología,Nova,Cliente_861,Masculino,38,Cancún,Sucursal_7,ciudad de méxico,CDMX,2024-02-24,3,6320,18960
8485,Producto_74,Tecnología,TechBrand,Cliente_1820,Masculino,46,guadalajara,Sucursal_6,león,Guanajuato,2025-06-18,1,11289,11289
8486,Producto_34,Deportes,NextGen,Cliente_687,Femenino,31,Ciudad de México,Sucursal_3,MONTERREY,Nuevo León,2024-09-04,1,848,848
8487,Producto_19,Accesorios,NextGen,Cliente_788,Masculino,24,mérida,Sucursal_12,GUADALAJARA,Jalisco,2024-10-15,5,1276,6380
8488,Producto_19,Accesorios,NextGen,Cliente_8,Femenino,27,puebla,Sucursal_2,MÉRIDA,Yucatán,2023-05-30,5,999,4995
8489,Producto_11,Ropa,Alpha,Cliente_779,Femenino,31,LEÓN,Sucursal_3,Monterrey,Nuevo León,2024-10-17,1,1392,1392
8490,Producto_40,Deportes,Alpha,Cliente_205,Femenino,23,Puebla,Sucursal_3,monterrey,Nuevo León,2023-09-08,2,2629,5258
8491,Producto_19,Accesorios,NextGen,Cliente_231,Femenino,51,MONTERREY,Sucursal_9,tuxtla gutiérrez,Chiapas,2023-06-27,2,532,1064
8492,Producto_97,Electrónica,NextGen,Cliente_1788,Femenino,30,Puebla,Sucursal_8,puebla,Puebla,2024-07-24,4,6975,27900
8493,Producto_15,Deportes,FitLife,Cliente_684,Femenino,54,cancún,Sucursal_5,tijuana,Baja California,2023-04-25,5,426,2130
8494,Producto_70,Tecnología,NextGen,Cliente_784,Femenino,52,Tijuana,Sucursal_8,PUEBLA,Puebla,2023-10-13,5,11480,57400
8495,Producto_13,Ropa,NextGen,Cliente_405,Femenino,70,GUADALAJARA,Sucursal_6,león,Guanajuato,2024-11-05,2,1747,3494
8496,Producto_40,Deportes,Alpha,Cliente_1588,Femenino,34,MÉRIDA,Sucursal_13,León,Guanajuato,2025-07-14,4,2709,10836
8497,Producto_41,Accesorios,TechBrand,Cliente_389,Masculino,57,monterrey,Sucursal_6,león,Guanajuato,2025-07-09,3,441,1323
8498,Producto_15,Deportes,FitLife,Cliente_1939,Femenino,69,TUXTLA GUTIÉRREZ,Sucursal_3,Monterrey,Nuevo León,2025-05-09,5,2060,10300
8499,Producto_96,Muebles,Alpha,Cliente_453,Masculino,70,Tuxtla Gutiérrez,Sucursal_6,león,Guanajuato,2025-04-26,2,7864,15728
8500,Producto_96,Muebles,Alpha,Cliente_465,Masculino,49,puebla,Sucursal_13,LEÓN,Guanajuato,2025-09-01,4,2960,11840
8501,Producto_33,Tecnología,ComfortPlus,Cliente_804,Masculino,65,Mérida,Sucursal_3,MONTERREY,Nuevo León,2024-10-08,2,5796,11592
8502,Producto_97,Electrónica,NextGen,Cliente_163,Femenino,32,mérida,Sucursal_6,LEÓN,Guanajuato,2024-12-31,2,17396,34792
8503,Producto_87,Tecnología,HomePro,Cliente_1684,Femenino,60,cancún,Sucursal_11,Puebla,Puebla,2023-10-07,1,8343,8343
8504,Producto_77,Tecnología,Alpha,Cliente_1649,Femenino,25,Tapachula,Sucursal_13,león,Guanajuato,2023-01-01,4,10522,42088
8505,Producto_82,Ropa,ComfortPlus,Cliente_1909,Femenino,34,CIUDAD DE MÉXICO,Sucursal_1,MONTERREY,Nuevo León,2024-02-25,2,1167,2334
8506,Producto_81,Muebles,FitLife,Cliente_1438,Femenino,41,GUADALAJARA,Sucursal_1,Monterrey,Nuevo León,2025-10-07,2,6709,13418
8507,Producto_32,Hogar,Alpha,Cliente_86,Femenino,31,tuxtla gutiérrez,Sucursal_6,León,Guanajuato,2025-02-16,4,4504,18016
8508,Producto_40,Deportes,Alpha,Cliente_1463,Femenino,66,Tuxtla Gutiérrez,Sucursal_12,GUADALAJARA,Jalisco,2025-07-23,3,1735,5205
8509,Producto_25,Electrónica,Nova,Cliente_1649,Femenino,25,tapachula,Sucursal_5,Tijuana,Baja California,2023-02-23,1,10723,10723
8510,Producto_79,Tecnología,FitLife,Cliente_1164,Femenino,43,TUXTLA GUTIÉRREZ,Sucursal_11,Puebla,Puebla,2024-08-22,5,7737,38685
8511,Producto_37,Ropa,HomePro,Cliente_758,Femenino,61,TAPACHULA,Sucursal_12,Guadalajara,Jalisco,2025-09-05,5,1930,9650
8512,Producto_41,Accesorios,TechBrand,Cliente_1749,Masculino,32,Tijuana,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2024-07-08,1,646,646
8513,Producto_70,Tecnología,NextGen,Cliente_1015,Femenino,54,tuxtla gutiérrez,Sucursal_3,Monterrey,Nuevo León,2024-04-23,4,9490,37960
8514,Producto_11,Ropa,Alpha,Cliente_693,Masculino,25,puebla,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2024-04-07,2,1246,2492
8515,Producto_47,Accesorios,HomePro,Cliente_1612,Masculino,35,mérida,Sucursal_10,MONTERREY,Nuevo León,2025-08-28,4,1108,4432
8516,Producto_12,Tecnología,TechBrand,Cliente_377,Femenino,60,Tapachula,Sucursal_4,MÉRIDA,Yucatán,2023-08-06,2,10356,20712
8517,Producto_64,Tecnología,Alpha,Cliente_964,Masculino,34,TUXTLA GUTIÉRREZ,Sucursal_15,mérida,Yucatán,2023-09-21,3,8038,24114
8518,Producto_21,Hogar,ComfortPlus,Cliente_374,Femenino,49,puebla,Sucursal_9,tuxtla gutiérrez,Chiapas,2025-06-29,4,2536,10144
8519,Producto_75,Accesorios,UrbanStyle,Cliente_1306,Femenino,41,Mérida,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2025-11-25,4,929,3716
8520,Producto_63,Muebles,HomePro,Cliente_1241,Masculino,40,guadalajara,Sucursal_2,MÉRIDA,Yucatán,2023-09-21,3,7773,23319
8521,Producto_11,Ropa,Alpha,Cliente_79,Masculino,60,león,Sucursal_5,TIJUANA,Baja California,2025-10-17,1,1431,1431
8522,Producto_73,Hogar,TechBrand,Cliente_926,Masculino,61,TAPACHULA,Sucursal_6,León,Guanajuato,2024-05-08,4,4138,16552
8523,Producto_58,Electrónica,TechBrand,Cliente_507,Femenino,49,TUXTLA GUTIÉRREZ,Sucursal_3,Monterrey,Nuevo León,2025-02-19,1,7965,7965
8524,Producto_76,Ropa,Alpha,Cliente_1954,Femenino,32,TUXTLA GUTIÉRREZ,Sucursal_2,MÉRIDA,Yucatán,2023-11-12,2,292,584
8525,Producto_44,Accesorios,Nova,Cliente_665,Femenino,27,cancún,Sucursal_7,Ciudad de México,CDMX,2023-02-26,1,230,230
8526,Producto_67,Electrónica,TechBrand,Cliente_1787,Femenino,20,guadalajara,Sucursal_7,Ciudad de México,CDMX,2024-02-24,2,18174,36348
8527,Producto_94,Muebles,NextGen,Cliente_1524,Masculino,39,Mérida,Sucursal_7,ciudad de méxico,CDMX,2025-01-07,3,2949,8847
8528,Producto_73,Hogar,TechBrand,Cliente_340,Masculino,59,león,Sucursal_15,Mérida,Yucatán,2023-06-14,2,3870,7740
8529,Producto_72,Muebles,UrbanStyle,Cliente_34,Masculino,42,CIUDAD DE MÉXICO,Sucursal_11,PUEBLA,Puebla,2023-12-15,2,5564,11128
8530,Producto_62,Tecnología,HomePro,Cliente_294,Masculino,32,MÉRIDA,Sucursal_1,MONTERREY,Nuevo León,2023-08-31,4,7944,31776
8531,Producto_86,Electrónica,Nova,Cliente_881,Masculino,48,cancún,Sucursal_15,MÉRIDA,Yucatán,2025-05-06,3,7315,21945
8532,Producto_28,Tecnología,UrbanStyle,Cliente_288,Masculino,66,TAPACHULA,Sucursal_5,tijuana,Baja California,2024-01-22,4,4104,16416
8533,Producto_100,Electrónica,TechBrand,Cliente_199,Femenino,44,Tuxtla Gutiérrez,Sucursal_13,León,Guanajuato,2025-04-13,4,10203,40812
8534,Producto_85,Ropa,TechBrand,Cliente_1851,Masculino,69,Mérida,Sucursal_8,Puebla,Puebla,2023-06-01,4,1521,6084
8535,Producto_66,Tecnología,Alpha,Cliente_422,Masculino,62,LEÓN,Sucursal_3,MONTERREY,Nuevo León,2023-04-09,5,9744,48720
8536,Producto_50,Accesorios,HomePro,Cliente_1152,Masculino,42,león,Sucursal_3,monterrey,Nuevo León,2025-04-12,1,244,244
8537,Producto_53,Tecnología,UrbanStyle,Cliente_948,Femenino,22,Ciudad de México,Sucursal_8,PUEBLA,Puebla,2023-11-02,5,3456,17280
8538,Producto_45,Ropa,FitLife,Cliente_1854,Masculino,25,Guadalajara,Sucursal_6,león,Guanajuato,2025-06-28,4,1478,5912
8539,Producto_82,Ropa,ComfortPlus,Cliente_1739,Femenino,34,GUADALAJARA,Sucursal_5,Tijuana,Baja California,2025-08-09,2,1729,3458
8540,Producto_63,Muebles,HomePro,Cliente_1563,Masculino,22,ciudad de méxico,Sucursal_5,tijuana,Baja California,2024-12-31,2,7829,15658
8541,Producto_11,Ropa,Alpha,Cliente_721,Masculino,69,Tuxtla Gutiérrez,Sucursal_6,LEÓN,Guanajuato,2023-04-19,2,893,1786
8542,Producto_46,Muebles,HomePro,Cliente_1742,Masculino,37,Mérida,Sucursal_6,León,Guanajuato,2023-08-08,2,5814,11628
8543,Producto_95,Tecnología,Nova,Cliente_1778,Femenino,24,tapachula,Sucursal_3,MONTERREY,Nuevo León,2024-06-09,3,7699,23097
8544,Producto_25,Electrónica,Nova,Cliente_1908,Masculino,19,guadalajara,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2023-01-17,3,16648,49944
8545,Producto_95,Tecnología,Nova,Cliente_1326,Masculino,38,LEÓN,Sucursal_15,MÉRIDA,Yucatán,2024-12-10,2,5358,10716
8546,Producto_89,Muebles,NextGen,Cliente_1450,Masculino,22,CANCÚN,Sucursal_4,Mérida,Yucatán,2023-09-17,4,2710,10840
8547,Producto_22,Hogar,Alpha,Cliente_352,Femenino,42,tuxtla gutiérrez,Sucursal_12,GUADALAJARA,Jalisco,2023-09-13,5,813,4065
8548,Producto_4,Muebles,NextGen,Cliente_1297,Masculino,60,puebla,Sucursal_14,PUEBLA,Puebla,2023-10-19,2,1604,3208
8549,Producto_33,Tecnología,ComfortPlus,Cliente_1787,Femenino,20,Guadalajara,Sucursal_15,Mérida,Yucatán,2023-06-01,4,14955,59820
8550,Producto_96,Muebles,Alpha,Cliente_1754,Femenino,48,tijuana,Sucursal_15,Mérida,Yucatán,2023-04-13,4,3681,14724
8551,Producto_9,Accesorios,UrbanStyle,Cliente_532,Femenino,34,Guadalajara,Sucursal_4,Mérida,Yucatán,2023-02-15,4,708,2832
8552,Producto_72,Muebles,UrbanStyle,Cliente_107,Femenino,65,puebla,Sucursal_13,LEÓN,Guanajuato,2024-10-10,4,7549,30196
8553,Producto_33,Tecnología,ComfortPlus,Cliente_1592,Femenino,22,mérida,Sucursal_15,MÉRIDA,Yucatán,2024-01-03,5,4264,21320
8554,Producto_49,Deportes,HomePro,Cliente_120,Femenino,18,MONTERREY,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2024-12-29,0,716,716
8555,Producto_62,Tecnología,HomePro,Cliente_503,Masculino,41,Cancún,Sucursal_11,puebla,Puebla,2024-02-17,5,12390,61950
8556,Producto_57,Deportes,Nova,Cliente_1742,Masculino,37,mérida,Sucursal_15,MÉRIDA,Yucatán,2025-09-17,5,1457,7285
8557,Producto_40,Deportes,Alpha,Cliente_362,Masculino,19,Tuxtla Gutiérrez,Sucursal_6,león,Guanajuato,2024-08-21,5,2851,14255
8558,Producto_14,Electrónica,Nova,Cliente_644,Masculino,36,CANCÚN,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2023-04-30,3,12995,38985
8559,Producto_84,Ropa,Alpha,Cliente_1146,Masculino,62,León,Sucursal_6,león,Guanajuato,2023-06-18,5,1235,6175
8560,Producto_61,Electrónica,NextGen,Cliente_1,Femenino,57,león,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2025-04-07,5,11038,55190
8561,Producto_18,Deportes,FitLife,Cliente_1499,Masculino,65,MONTERREY,Sucursal_8,puebla,Puebla,2023-07-27,1,2704,2704
8562,Producto_26,Electrónica,Omega,Cliente_1816,Femenino,43,León,Sucursal_7,CIUDAD DE MÉXICO,CDMX,2023-12-24,1,7599,7599
8563,Producto_81,Muebles,FitLife,Cliente_1226,Masculino,65,Puebla,Sucursal_3,Monterrey,Nuevo León,2023-07-04,3,1852,5556
8564,Producto_8,Ropa,Nova,Cliente_1753,Masculino,52,LEÓN,Sucursal_13,LEÓN,Guanajuato,2023-11-13,2,1292,2584
8565,Producto_97,Electrónica,NextGen,Cliente_653,Femenino,41,Guadalajara,Sucursal_5,TIJUANA,Baja California,2024-06-02,2,14813,29626
8566,Producto_98,Muebles,ComfortPlus,Cliente_2,Masculino,38,Mérida,Sucursal_14,PUEBLA,Puebla,2024-11-29,4,3742,14968
8567,Producto_7,Accesorios,NextGen,Cliente_96,Masculino,25,PUEBLA,Sucursal_9,tuxtla gutiérrez,Chiapas,2025-02-13,1,432,432
8568,Producto_26,Electrónica,Omega,Cliente_1394,Masculino,51,TUXTLA GUTIÉRREZ,Sucursal_14,Puebla,Puebla,2023-11-10,1,11200,11200
8569,Producto_91,Hogar,Omega,Cliente_1161,Femenino,50,TUXTLA GUTIÉRREZ,Sucursal_7,ciudad de méxico,CDMX,2023-09-10,3,1121,3363
8570,Producto_23,Accesorios,Nova,Cliente_1308,Femenino,67,MÉRIDA,Sucursal_14,Puebla,Puebla,2025-02-24,4,625,2500
8571,Producto_89,Muebles,NextGen,Cliente_426,Femenino,39,Puebla,Sucursal_9,tuxtla gutiérrez,Chiapas,2025-07-08,2,7630,15260
8572,Producto_62,Tecnología,HomePro,Cliente_695,Femenino,25,cancún,Sucursal_15,mérida,Yucatán,2025-02-16,2,8298,16596
8573,Producto_6,Tecnología,Omega,Cliente_624,Femenino,20,CANCÚN,Sucursal_12,GUADALAJARA,Jalisco,2024-07-22,5,5827,29135
8574,Producto_90,Accesorios,ComfortPlus,Cliente_681,Femenino,36,mérida,Sucursal_7,ciudad de méxico,CDMX,2025-07-29,5,896,4480
8575,Producto_31,Deportes,HomePro,Cliente_827,Masculino,29,LEÓN,Sucursal_4,mérida,Yucatán,2024-04-05,1,2173,2173
8576,Producto_38,Tecnología,UrbanStyle,Cliente_1736,Masculino,26,Tapachula,Sucursal_14,Puebla,Puebla,2025-09-13,4,12170,48680
8577,Producto_37,Ropa,HomePro,Cliente_1589,Masculino,27,PUEBLA,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2023-01-28,4,1812,7248
8578,Producto_86,Electrónica,Nova,Cliente_1222,Femenino,43,Tijuana,Sucursal_7,Ciudad de México,CDMX,2024-03-06,3,5948,17844
8579,Producto_4,Muebles,NextGen,Cliente_1967,Masculino,60,Tapachula,Sucursal_6,León,Guanajuato,2023-08-10,5,6092,30460
8580,Producto_31,Deportes,HomePro,Cliente_1841,Femenino,67,león,Sucursal_1,Monterrey,Nuevo León,2024-02-17,5,1766,8830
8581,Producto_65,Muebles,Alpha,Cliente_962,Masculino,30,tijuana,Sucursal_7,ciudad de méxico,CDMX,2025-12-11,5,3619,18095
8582,Producto_85,Ropa,TechBrand,Cliente_365,Femenino,53,Tapachula,Sucursal_15,mérida,Yucatán,2025-11-19,1,699,699
8583,Producto_26,Electrónica,Omega,Cliente_1867,Femenino,58,Puebla,Sucursal_5,TIJUANA,Baja California,2023-11-08,2,18599,37198
8584,Producto_61,Electrónica,NextGen,Cliente_624,Femenino,20,CANCÚN,Sucursal_2,MÉRIDA,Yucatán,2024-04-09,3,13678,41034
8585,Producto_74,Tecnología,TechBrand,Cliente_1239,Masculino,68,monterrey,Sucursal_8,PUEBLA,Puebla,2023-12-04,3,13422,40266
8586,Producto_65,Muebles,Alpha,Cliente_156,Masculino,29,tijuana,Sucursal_5,TIJUANA,Baja California,2024-04-08,5,7590,37950
8587,Producto_14,Electrónica,Nova,Cliente_397,Femenino,43,Mérida,Sucursal_9,tuxtla gutiérrez,Chiapas,2025-07-15,3,18128,54384
8588,Producto_82,Ropa,ComfortPlus,Cliente_190,Masculino,32,monterrey,Sucursal_10,Monterrey,Nuevo León,2024-08-17,2,1179,2358
8589,Producto_92,Tecnología,Nova,Cliente_806,Masculino,30,TUXTLA GUTIÉRREZ,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2024-05-29,1,11756,11756
8590,Producto_51,Ropa,HomePro,Cliente_269,Femenino,61,Tuxtla Gutiérrez,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2024-05-15,3,714,2142
8591,Producto_55,Tecnología,NextGen,Cliente_1189,Masculino,31,TAPACHULA,Sucursal_13,León,Guanajuato,2023-04-28,1,4677,4677
8592,Producto_57,Deportes,Nova,Cliente_4,Femenino,41,CANCÚN,Sucursal_2,Mérida,Yucatán,2024-12-17,1,2650,2650
